Policy.Number,Age,Years.of.Driving.Experience,Number.of.Vehicles,Gender,Married,Vehicle.Age,Fuel Type,Losses
157654,70,53,2,F,Married,4,G,36
170137,18,0,2,M,Single,15,G,236
144259,67,50,2,F,Single,5,G,62
184100,59,40,2,M,Single,8,G,419
190433,19,1,2,F,Married,15,G,137
113175,67,46,2,F,Single,13,G,324
154652,50,29,2,F,Single,7,G,410
166282,69,50,2,F,Married,3,G,142
144597,16,0,2,M,Married,12,G,415
155038,22,4,2,M,Married,7,G,446
107639,47,28,2,M,Married,9,G,337
129160,54,34,2,M,Married,1,D,788
105156,61,43,2,M,Single,0,G,179
163688,68,49,2,M,Married,8,G,108
111176,50,33,2,M,Married,3,D,583
196869,44,27,2,F,Married,0,G,382
111279,66,49,2,M,Single,14,G,37
104536,61,43,2,F,Married,8,G,275
182908,33,12,2,F,Single,7,G,353
146674,62,44,2,M,Married,10,G,40
141220,54,35,2,M,Married,15,G,229
131455,68,47,2,M,Married,11,G,103
180500,70,50,2,F,Married,11,G,16
113556,38,21,2,F,Married,10,G,392
175813,55,35,2,M,Single,14,G,374
163089,40,20,2,M,Married,10,G,419
151790,40,20,2,M,Married,13,G,223
111550,61,44,2,M,Married,10,G,54
186745,37,19,2,M,Single,5,D,667
161232,57,39,2,M,Single,10,D,551
132954,21,3,2,F,Married,13,G,327
172385,67,50,2,M,Married,1,G,241
153469,52,35,2,M,Single,9,G,492
107638,62,42,2,M,Married,7,G,72
184354,40,23,2,M,Single,12,G,466
134418,70,49,2,F,Married,4,G,171
174843,70,51,2,F,Single,8,G,71
169513,41,23,2,F,Married,11,G,236
135712,60,40,2,F,Single,14,G,305
153842,68,51,2,F,Single,7,G,86
179032,67,50,2,M,Married,1,G,161
183896,59,42,2,F,Single,14,G,338
186576,20,2,2,M,Single,10,D,673
165660,22,4,2,F,Single,6,D,561
110533,61,43,2,F,Single,10,G,215
167013,54,37,2,F,Married,12,G,265
106099,66,49,2,F,Married,5,G,232
139396,31,11,2,F,Single,15,G,201
145441,56,38,2,M,Married,7,G,366
173200,35,18,2,M,Single,15,G,168
124081,62,45,2,F,Married,5,G,477
157657,70,52,2,F,Married,13,G,201
178127,53,36,2,M,Married,9,G,386
171246,31,13,2,F,Single,11,G,409
145615,23,4,2,M,Married,12,D,627
117760,62,42,2,F,Single,3,G,421
166179,26,9,2,M,Single,6,G,487
163589,50,31,2,M,Married,11,G,191
191530,53,32,2,F,Married,5,D,618
154175,17,0,2,M,Single,11,G,325
192640,60,42,2,F,Single,8,G,41
179754,21,2,2,F,Married,14,G,383
118544,58,41,2,M,Single,12,G,291
107940,69,48,2,M,Married,2,G,65
165057,32,12,2,M,Married,14,G,181
179573,51,31,2,F,Married,3,D,510
102006,24,5,2,M,Single,10,D,745
195900,23,4,2,F,Married,11,G,211
175888,18,0,2,F,Single,11,D,563
128818,23,5,2,M,Single,11,D,813
132619,29,12,2,F,Married,8,G,308
126919,41,23,2,M,Single,13,G,329
169431,20,1,2,M,Single,11,D,704
125320,45,26,2,M,Single,13,G,417
188388,67,50,2,F,Married,11,G,107
157327,65,45,2,F,Married,9,G,34
114199,35,16,2,F,Single,9,G,326
168941,36,17,2,F,Married,13,G,321
120599,24,7,2,F,Married,14,G,385
136647,18,0,2,F,Married,14,G,331
160839,51,32,2,F,Single,9,G,405
132110,23,4,2,M,Single,15,D,820
130198,39,19,2,F,Married,0,G,289
127183,67,46,2,F,Single,14,G,67
122621,29,10,2,M,Married,12,G,157
150203,54,34,2,F,Married,11,G,352
103790,26,6,2,M,Married,6,G,393
118321,25,7,2,M,Married,14,G,458
141504,49,28,2,M,Married,14,G,381
193733,59,40,2,M,Married,7,G,394
176575,21,3,2,M,Single,15,D,638
123383,42,23,2,M,Married,11,G,258
133587,51,31,2,F,Single,5,D,614
186771,65,47,2,M,Single,7,G,109
163469,28,8,2,M,Single,3,D,550
125000,69,51,2,F,Married,7,G,135
167718,36,16,2,M,Single,4,D,663
140438,24,5,2,M,Single,13,G,339
133604,70,51,2,F,Married,1,G,60
133690,53,36,2,F,Married,7,G,305
162269,61,44,2,F,Single,6,G,447
107487,61,44,2,F,Married,9,G,201
135944,60,39,2,F,Single,7,G,39
104070,17,0,2,M,Married,13,G,307
188873,16,0,2,M,Married,8,D,768
195928,69,49,2,M,Married,7,G,186
198962,34,13,2,F,Married,0,G,312
130222,58,37,2,F,Married,6,G,314
156402,21,3,2,F,Single,3,D,526
176415,64,47,2,F,Single,15,G,188
158545,69,48,2,M,Single,7,G,371
160455,63,42,2,M,Married,6,G,168
176805,49,32,2,M,Single,10,G,491
107847,51,31,2,M,Married,0,G,385
102878,70,49,2,F,Married,15,G,181
185142,23,4,2,M,Single,5,D,1555
134152,39,20,2,F,Married,8,G,345
171611,28,10,2,F,Married,10,G,306
119061,21,2,2,F,Married,4,G,282
167948,49,29,2,F,Single,14,G,187
173426,28,8,2,M,Married,3,D,507
115899,18,0,2,M,Single,3,D,1481
175941,39,18,2,M,Married,13,G,194
139817,16,0,2,M,Single,12,D,945
179608,66,46,2,F,Single,6,G,219
134402,31,12,2,M,Married,11,G,403
155600,29,8,2,F,Single,9,G,313
168515,16,0,2,F,Single,12,G,260
159207,36,17,2,M,Married,6,G,379
132245,54,35,2,M,Married,10,G,325
172921,24,7,2,F,Single,12,G,239
132218,63,42,2,F,Single,14,G,229
168735,24,5,2,F,Married,12,G,292
157592,16,0,2,M,Married,13,D,651
126180,29,10,2,F,Single,0,D,622
151715,17,0,2,M,Married,3,D,824
103382,20,1,2,F,Married,15,G,116
143279,64,47,2,F,Single,7,G,249
123788,25,6,2,F,Married,8,G,449
115748,70,53,2,M,Single,6,G,399
103669,54,35,2,M,Single,1,G,436
171682,17,0,2,F,Single,11,D,626
193842,68,50,2,F,Single,10,G,377
121786,18,0,2,M,Single,15,D,624
199916,36,16,2,F,Single,1,D,587
101350,67,50,2,M,Single,9,G,210
105618,18,0,2,M,Married,9,D,648
180071,20,2,2,F,Married,12,G,248
145565,18,1,2,M,Single,3,D,1555
130124,59,41,2,M,Single,14,G,453
114991,36,19,2,F,Married,6,G,361
158771,24,6,2,F,Married,15,G,252
146548,17,0,2,M,Single,14,G,213
129885,64,45,2,M,Single,9,G,46
193336,48,27,2,F,Single,7,G,426
162861,68,50,2,F,Single,14,G,57
164933,17,0,2,M,Single,12,D,544
199853,16,0,2,F,Married,11,G,466
148338,66,48,2,F,Married,9,G,280
168122,16,0,2,F,Married,6,G,257
193819,42,24,2,F,Single,9,G,381
133367,17,0,2,M,Married,12,G,212
128381,31,11,2,F,Single,9,G,364
140768,19,1,2,F,Single,11,G,325
180898,54,33,2,M,Married,12,G,252
140016,45,27,2,F,Single,4,D,601
145490,50,29,2,F,Single,8,G,428
166533,18,0,2,M,Married,14,D,668
172068,33,14,2,F,Married,6,G,342
189719,37,20,2,F,Married,9,G,339
191006,59,41,2,F,Married,7,G,321
190943,61,44,2,M,Single,11,G,103
152440,70,49,2,F,Married,5,G,68
160027,25,6,2,F,Married,13,G,229
196570,54,33,2,M,Single,13,G,377
122191,55,34,2,F,Single,13,G,251
104751,54,36,2,M,Single,14,G,285
107276,43,25,2,M,Single,10,G,417
195724,50,33,2,M,Married,15,G,295
106673,57,36,2,M,Married,6,G,374
116475,25,6,2,F,Single,12,D,597
152927,49,28,2,M,Married,10,G,343
125573,48,27,2,M,Married,10,G,390
100174,23,5,2,F,Single,14,G,264
130896,51,32,2,M,Married,9,G,342
120879,17,0,2,F,Single,11,D,807
105434,25,7,2,F,Single,4,D,736
181356,20,1,2,F,Married,11,G,228
167095,51,31,2,M,Married,3,D,635
179669,23,6,2,M,Married,12,G,331
172312,16,0,2,F,Married,13,G,249
166669,36,16,2,F,Married,4,G,471
137693,21,3,2,M,Married,6,G,485
161733,21,4,2,M,Single,3,D,805
148145,22,4,2,F,Single,11,G,467
171418,22,4,2,M,Single,14,D,910
124052,65,47,2,F,Married,6,G,119
176412,45,28,2,M,Single,13,G,435
178621,64,44,2,M,Married,9,G,103
129428,45,26,2,F,Single,6,G,442
126210,62,41,2,F,Single,10,G,74
177612,26,5,2,M,Single,3,D,621
197354,62,45,2,M,Married,9,G,181
129952,37,17,2,M,Single,13,G,451
147466,47,29,2,F,Married,9,G,325
159023,33,14,2,F,Married,12,G,294
164065,25,8,2,F,Married,11,G,354
153850,18,0,2,M,Married,7,D,617
131739,43,23,2,F,Single,1,G,495
180189,22,4,2,M,Single,12,D,748
180042,39,20,2,F,Married,12,G,157
138790,66,45,2,M,Married,15,G,94
117985,18,0,2,M,Single,14,D,644
124859,16,0,2,F,Married,7,G,444
135180,23,6,2,F,Single,7,G,441
129464,19,1,2,M,Single,15,G,354
120439,32,13,2,M,Single,4,D,504
101288,57,40,2,M,Married,13,G,357
193981,64,45,2,M,Married,15,G,61
132958,18,0,2,F,Married,13,G,155
149229,25,6,2,F,Single,15,G,314
105919,70,51,2,M,Married,13,G,191
146771,51,30,2,M,Married,9,G,390
155407,30,13,2,M,Married,11,G,285
121508,21,4,2,M,Married,14,G,448
181868,37,19,2,F,Single,9,G,367
127032,22,4,2,F,Single,11,G,361
111507,47,27,2,F,Single,10,G,411
134245,22,5,2,F,Married,13,G,168
122916,20,3,2,F,Single,10,D,524
129060,63,45,2,M,Married,10,G,130
185606,69,49,2,F,Single,10,G,302
100710,23,6,2,F,Married,7,G,310
192464,36,15,2,F,Married,8,G,310
128479,59,39,2,F,Single,3,D,751
102838,65,44,2,F,Single,9,G,195
186464,39,19,2,M,Single,0,D,836
134071,55,38,2,F,Married,10,G,352
106544,65,46,2,F,Married,7,G,32
138708,50,31,2,M,Single,2,D,711
128826,62,44,2,M,Married,6,G,129
150354,17,0,2,M,Married,14,G,193
149081,22,5,2,F,Married,15,G,441
147112,18,0,2,M,Married,10,D,591
149545,19,0,2,M,Single,9,D,623
199365,18,0,2,F,Single,12,G,440
111995,29,12,2,M,Single,4,D,583
145440,25,6,2,M,Single,0,D,1204
183366,25,8,2,M,Single,11,D,1200
150533,16,0,2,M,Single,11,D,615
193020,49,29,2,F,Single,1,D,509
185901,38,21,2,M,Married,10,G,384
142640,31,14,2,M,Single,8,D,544
128601,26,6,2,M,Married,11,G,201
155201,25,6,2,F,Single,0,D,773
153042,49,28,2,F,Married,10,G,335
171705,29,12,2,M,Married,3,D,515
180073,30,11,2,M,Single,10,G,452
134352,46,29,2,M,Married,6,G,364
188859,20,3,2,F,Single,13,D,593
134836,23,6,2,M,Single,11,G,281
137648,24,7,2,F,Married,12,G,390
133149,70,52,2,M,Single,12,G,44
137402,64,46,2,F,Married,6,G,139
175928,59,40,2,M,Single,1,D,642
187734,17,0,2,F,Married,11,G,250
193428,36,15,2,F,Single,11,G,310
112351,23,4,2,F,Married,12,G,185
120834,25,6,2,F,Single,13,G,261
162743,57,36,2,F,Married,15,G,176
196877,22,3,2,M,Single,13,D,664
158910,19,1,2,M,Married,9,G,445
116897,47,27,2,F,Single,15,G,367
189856,16,0,2,M,Single,6,D,1107
105327,48,30,2,M,Single,14,G,243
180307,60,40,2,F,Married,13,G,155
194379,38,18,2,F,Married,7,G,348
143613,63,45,2,M,Single,15,G,303
143345,55,34,2,M,Single,7,G,475
188093,66,47,2,M,Married,12,G,250
198489,27,6,2,M,Married,10,G,383
188418,32,11,2,F,Married,9,G,328
158867,48,29,2,F,Married,0,D,532
181126,25,6,2,M,Single,14,D,731
136812,68,51,2,F,Married,3,G,475
182243,47,27,2,M,Married,0,D,625
171964,18,0,2,M,Single,15,D,702
197611,19,2,2,M,Single,11,D,685
161803,70,51,2,M,Married,2,G,153
112958,39,20,2,F,Married,15,G,258
187652,27,9,2,F,Single,14,G,305
190731,62,43,2,M,Single,7,G,136
114239,23,6,2,F,Married,14,G,165
127614,54,34,2,F,Married,9,G,303
177727,61,40,2,M,Single,11,G,199
102395,61,44,2,M,Single,13,G,231
133167,62,41,2,F,Single,1,D,624
188681,16,0,2,M,Single,11,D,645
138576,69,48,2,F,Married,2,G,162
143187,36,18,2,M,Married,2,G,407
161734,38,18,2,F,Single,15,G,190
148130,19,1,2,M,Married,8,D,665
148560,16,0,2,M,Single,6,D,896
143297,24,5,2,M,Married,11,G,190
185739,45,26,2,M,Married,3,D,551
172968,31,14,2,F,Married,5,D,637
160240,68,51,2,F,Married,15,G,55
102121,25,7,2,F,Single,13,G,282
171301,16,0,2,M,Married,9,D,541
137377,18,1,2,F,Single,12,G,487
111516,60,42,2,F,Married,12,G,90
186647,20,1,2,F,Married,13,G,119
173210,47,28,2,M,Single,8,G,455
104181,44,26,2,F,Single,14,G,348
175527,21,3,2,M,Single,13,D,674
139668,23,6,2,M,Married,8,G,414
132443,62,41,2,F,Married,9,G,181
166717,64,44,2,M,Married,12,G,74
129762,60,41,2,F,Married,8,G,229
143897,32,14,2,M,Married,6,G,391
180889,23,6,2,M,Single,8,D,748
113493,24,6,2,F,Single,13,G,286
188544,16,0,2,F,Single,4,D,1122
155349,56,38,2,M,Single,5,D,729
150615,30,11,2,F,Single,15,G,292
190278,65,47,2,M,Single,5,G,58
122013,21,4,2,M,Single,14,D,1029
130063,43,24,2,F,Single,3,G,465
125569,26,9,2,F,Single,6,G,500
155009,23,6,2,F,Married,15,G,101
118032,26,6,2,M,Single,14,G,149
163322,55,36,2,F,Single,6,G,394
158933,67,47,2,M,Single,15,G,52
148365,16,0,2,M,Married,10,G,353
162548,39,21,2,F,Single,7,G,376
111265,35,17,2,M,Married,13,G,257
148979,58,37,2,M,Single,0,D,611
154884,31,12,2,M,Single,0,D,598
141928,37,17,2,F,Married,9,G,317
191447,54,34,2,F,Married,10,G,348
111879,41,24,2,M,Married,11,G,156
124624,44,24,2,F,Single,1,D,654
110283,50,31,2,F,Married,12,G,226
129273,65,44,2,F,Single,14,G,273
124202,67,49,2,M,Married,10,G,114
164738,48,28,2,F,Single,1,D,624
192140,21,3,2,F,Married,12,G,299
148884,64,43,2,M,Single,14,G,157
169309,65,44,2,M,Married,6,G,212
170950,61,42,2,M,Married,4,G,326
104078,59,42,2,M,Married,4,G,370
124375,19,0,2,M,Married,14,G,192
189902,70,53,2,F,Single,6,G,95
127144,33,12,2,F,Married,11,G,312
126589,42,21,2,F,Single,1,G,492
148122,44,25,2,F,Married,0,D,504
150779,25,8,2,F,Single,9,D,655
175425,31,10,2,F,Single,6,G,438
119211,34,13,2,M,Married,10,G,378
145726,24,6,2,M,Married,12,G,376
112945,69,48,2,F,Single,12,G,158
191645,28,10,2,F,Married,8,G,307
160674,62,43,2,M,Single,12,G,20
178102,61,44,2,F,Single,4,G,279
188413,49,32,2,F,Married,14,G,145
146265,50,32,2,M,Single,8,G,467
149733,70,49,2,M,Married,5,G,360
168474,64,47,2,F,Married,5,G,333
159464,66,45,2,M,Married,14,G,190
185098,59,40,2,M,Married,2,D,652
113896,66,46,2,F,Single,4,G,392
108569,20,3,2,M,Single,11,D,661
146560,31,12,2,F,Single,4,D,696
158902,35,14,2,F,Single,8,G,471
188085,31,11,2,M,Married,14,G,239
108870,17,0,2,M,Married,12,G,500
153419,23,5,2,M,Single,7,D,531
165834,52,33,2,M,Single,8,G,457
145004,23,6,2,M,Single,15,D,780
111544,38,21,2,F,Single,4,D,740
120349,61,43,2,F,Married,8,G,199
193485,52,35,2,M,Single,12,G,172
196292,69,50,2,M,Single,6,G,347
190537,22,5,2,F,Married,1,G,446
136351,22,5,2,M,Married,11,G,363
171095,36,17,2,F,Married,6,G,314
161182,30,11,2,F,Single,6,G,436
126652,52,31,2,F,Single,12,G,396
140373,60,40,2,F,Single,10,G,221
107714,40,19,2,M,Married,4,G,392
109954,50,29,2,M,Single,15,G,188
193904,19,2,2,M,Single,11,G,344
165957,19,1,2,F,Single,13,G,400
172754,22,3,2,F,Single,3,D,825
139539,57,40,2,F,Married,1,D,613
190565,20,3,2,M,Married,9,G,358
160415,53,32,2,M,Single,12,G,192
155246,69,50,2,M,Single,13,G,108
101239,66,45,2,F,Single,13,G,94
145885,64,44,2,M,Married,8,G,261
155813,45,26,2,F,Single,9,G,471
137736,63,43,2,M,Married,0,G,302
196054,28,10,2,F,Married,5,D,621
172961,63,42,2,M,Single,2,G,85
120965,30,10,2,M,Single,2,G,434
193965,36,16,2,F,Single,12,G,309
145447,49,29,3,F,Single,13,G,310
191601,61,41,3,M,Single,15,G,287
128255,30,12,3,F,Single,9,G,478
147462,21,3,3,M,Single,12,G,435
125092,23,6,3,F,Married,11,G,413
124612,67,49,3,M,Married,12,G,192
114868,69,48,3,F,Married,10,G,146
126520,42,25,3,M,Single,12,G,377
138948,47,29,3,F,Married,9,G,335
100627,50,30,3,M,Single,15,G,291
118717,53,36,3,F,Single,15,G,238
115657,38,17,3,F,Married,7,G,296
178951,65,45,3,F,Married,1,G,47
192799,21,4,3,M,Married,10,D,583
113259,16,0,3,F,Single,11,G,308
163137,57,38,3,F,Married,12,G,133
134137,43,23,3,M,Married,12,G,172
131509,53,34,3,M,Single,11,G,411
178505,62,44,3,M,Married,8,G,368
187973,63,46,3,F,Married,12,G,139
161536,17,0,3,M,Single,15,G,393
150018,50,29,3,F,Married,11,G,259
162083,19,2,3,M,Single,15,D,785
118627,50,33,3,M,Single,8,G,424
125396,16,0,3,F,Married,2,D,613
115966,31,13,3,F,Single,11,G,311
147194,62,43,3,F,Married,4,G,467
135689,53,32,3,M,Single,14,D,500
108856,18,0,3,F,Married,15,G,154
176657,69,51,3,M,Single,14,G,133
142443,29,11,3,F,Married,3,G,436
159876,21,4,3,M,Married,1,D,632
126854,67,48,3,M,Married,7,G,138
175232,54,34,3,M,Single,12,G,410
128085,21,2,3,M,Single,11,G,358
190165,70,53,3,F,Single,4,G,83
184116,25,7,3,M,Married,14,G,392
163382,64,43,3,M,Single,15,G,297
161242,26,8,3,M,Single,9,G,441
158363,59,39,3,F,Single,8,G,480
135562,48,27,3,F,Single,9,G,479
132918,66,49,3,F,Single,12,G,218
154885,60,42,3,M,Single,2,G,111
176279,66,47,3,F,Single,14,G,150
175429,61,43,3,F,Married,6,G,269
119404,44,27,3,F,Married,14,G,336
169397,25,6,3,M,Married,0,D,578
173000,56,38,3,M,Married,5,G,456
154293,22,4,3,M,Married,13,G,498
165301,28,11,3,M,Single,7,G,401
185449,42,25,3,M,Married,8,G,350
195547,24,5,3,F,Single,10,G,455
156600,64,43,3,F,Married,8,G,184
151323,68,47,3,M,Single,11,G,310
169126,33,13,3,F,Married,5,G,435
144873,23,4,3,M,Single,2,D,1436
140641,67,47,3,F,Single,13,G,115
192823,23,5,3,F,Single,13,G,449
161672,41,24,3,M,Single,8,G,415
180356,53,36,3,F,Married,14,G,147
112884,63,46,3,F,Married,6,G,179
132418,16,0,3,M,Married,9,D,720
114219,24,5,3,M,Single,12,D,951
194273,46,25,3,F,Single,7,G,463
142065,44,23,3,M,Single,8,G,402
139146,43,22,3,M,Married,12,G,254
138606,67,47,3,M,Married,10,G,307
162466,68,47,3,F,Married,4,G,185
119703,68,50,3,F,Single,9,G,219
163980,49,28,3,F,Married,5,D,626
115914,19,0,3,F,Single,5,D,637
163824,20,2,3,F,Married,11,G,267
165974,20,3,3,F,Married,1,D,588
182472,28,9,3,M,Single,12,G,345
198956,17,0,3,M,Single,12,D,990
155517,60,40,3,F,Single,5,G,52
157575,19,1,3,M,Single,7,D,825
140599,23,4,3,F,Single,2,G,479
110488,19,1,3,M,Married,12,G,164
135846,43,24,3,M,Married,14,G,169
180305,36,18,3,M,Single,3,G,446
197733,17,0,3,M,Single,8,D,858
156288,62,43,3,M,Single,10,G,122
183874,35,18,3,M,Married,3,D,702
178009,39,19,3,F,Married,10,G,392
152227,22,5,3,F,Married,14,G,245
133471,56,39,3,F,Married,3,G,491
113698,37,19,3,F,Single,9,G,446
168622,18,0,3,F,Married,14,G,186
153899,25,7,3,F,Married,8,G,369
167819,21,2,3,F,Married,14,G,151
136609,18,1,3,F,Single,14,G,438
119928,23,6,3,F,Single,11,G,401
133531,17,0,3,F,Single,15,G,257
166108,22,4,3,M,Single,6,D,1217
134238,62,43,3,M,Married,14,G,191
100532,67,47,3,M,Married,9,G,235
158241,17,0,3,F,Single,11,G,294
153031,64,45,3,M,Married,7,G,241
144536,62,45,3,M,Single,10,G,120
161068,50,33,3,F,Married,12,G,190
161330,58,40,3,F,Single,12,G,259
109715,63,45,3,F,Single,10,G,363
141167,35,18,3,F,Single,14,G,360
145864,19,0,3,M,Married,6,D,865
110726,43,25,3,M,Married,14,G,190
194456,63,42,3,F,Single,15,G,226
148030,61,43,3,M,Married,3,G,288
150918,42,24,3,M,Single,10,G,346
150080,60,41,3,M,Married,12,G,34
136091,36,18,3,M,Single,13,G,255
127415,39,20,3,F,Married,4,G,459
143784,60,41,3,M,Single,14,G,47
167523,17,0,3,M,Married,14,G,187
176728,35,18,3,F,Married,10,G,318
189155,66,46,3,F,Married,0,G,355
168573,60,41,3,M,Married,1,G,139
142447,67,47,3,F,Married,8,G,204
150093,25,7,3,M,Married,7,G,422
100563,30,12,3,F,Single,7,G,374
140437,23,5,3,M,Married,10,G,411
180963,28,7,3,F,Married,8,G,318
128538,39,18,3,F,Married,8,G,337
198335,22,3,3,M,Married,15,G,207
140730,50,30,3,F,Single,9,G,419
196093,20,2,3,F,Single,11,G,458
117881,22,4,3,M,Married,11,D,531
180478,42,23,3,F,Single,15,G,198
130544,57,38,3,F,Single,3,D,566
173255,69,48,3,F,Married,7,G,190
123068,32,11,3,F,Single,12,G,314
107955,50,32,3,M,Married,12,G,344
196188,69,48,3,F,Single,9,G,305
138712,26,6,3,F,Single,12,G,188
138762,17,0,3,M,Married,15,D,515
171928,25,6,3,M,Single,12,D,956
186846,57,36,3,F,Married,9,G,312
184658,22,3,3,M,Married,13,G,361
147922,27,8,3,F,Married,14,G,340
133235,33,13,3,M,Married,2,D,641
129036,25,8,3,F,Single,12,D,569
131852,63,42,3,F,Single,2,G,241
192841,28,10,3,F,Single,11,G,383
179254,47,26,3,F,Single,6,G,394
162190,41,20,3,F,Single,6,G,473
141613,24,5,3,M,Married,11,G,480
160458,19,0,3,F,Married,13,G,154
159270,26,6,3,F,Single,1,D,583
171762,44,26,3,F,Married,4,G,499
174455,62,41,3,F,Married,7,G,239
131373,51,31,3,F,Single,1,D,686
156278,43,26,3,M,Married,10,G,393
129763,56,38,3,M,Single,8,G,431
190959,22,5,3,F,Single,11,G,316
161230,59,40,3,M,Single,14,G,329
109675,31,10,3,M,Married,15,G,329
162826,42,21,3,F,Married,7,G,323
196987,19,1,3,F,Married,12,G,401
174867,41,21,3,M,Single,1,G,465
125294,17,0,3,M,Married,12,D,519
144824,61,41,3,F,Married,13,G,87
178458,29,8,3,M,Single,8,G,381
121496,18,0,3,M,Married,8,D,639
182086,62,45,3,F,Married,8,G,148
194317,63,43,3,M,Married,7,G,99
104457,69,49,3,F,Single,10,G,111
175206,43,24,3,M,Married,12,G,195
146794,52,34,3,M,Married,14,G,314
110613,68,51,3,M,Single,8,G,355
109752,22,5,3,M,Single,9,D,901
155836,37,20,3,F,Married,14,G,313
188397,24,7,3,M,Single,12,D,1041
168689,70,50,3,M,Married,5,G,436
103990,61,40,3,F,Single,7,G,322
193533,49,29,3,M,Single,1,D,611
183957,35,14,3,F,Married,8,G,374
117343,36,17,3,F,Single,5,D,648
139032,68,48,3,F,Single,2,D,752
176096,50,31,3,F,Married,0,G,353
181095,16,0,3,F,Married,11,G,154
184504,59,39,3,F,Single,7,G,433
171450,20,3,3,F,Married,0,G,258
116929,64,44,3,F,Married,15,G,141
186255,68,47,3,M,Married,5,G,195
186538,70,53,3,F,Married,6,G,270
136003,64,46,3,M,Married,3,G,73
135457,16,0,3,F,Married,8,G,353
159582,55,34,3,F,Single,5,D,743
139693,57,40,3,M,Single,6,G,436
115949,61,42,3,F,Married,3,G,125
180849,46,28,3,M,Single,8,G,446
138952,43,22,3,M,Single,5,D,508
135195,32,14,3,F,Single,14,G,344
180500,29,10,3,F,Married,11,G,144
173976,70,53,3,F,Married,8,G,127
172897,70,50,3,M,Married,3,G,412
175687,68,50,3,F,Single,7,G,195
176967,68,51,3,M,Married,8,G,234
191229,47,26,3,M,Married,1,D,545
159993,56,36,3,M,Married,11,G,321
124490,53,35,3,F,Married,12,G,189
173245,69,48,3,M,Single,14,G,126
102481,57,40,3,M,Single,6,G,461
123363,30,11,3,M,Single,11,G,202
144906,43,22,3,M,Married,11,G,164
167697,33,15,3,M,Single,4,D,777
165360,46,27,3,F,Single,4,D,688
188288,19,0,3,M,Married,11,G,474
146346,28,9,3,M,Married,2,G,425
162813,49,28,3,F,Married,5,D,643
111978,56,38,3,F,Single,4,D,587
174727,65,48,3,M,Married,6,G,292
191517,66,46,3,M,Single,7,G,381
113371,69,51,3,M,Married,9,G,34
167003,57,39,3,F,Married,3,G,397
150580,39,22,3,M,Single,7,G,439
117323,21,4,3,F,Single,14,G,483
142477,47,26,3,F,Single,11,G,257
140333,66,46,3,M,Single,11,G,87
167432,23,5,3,F,Married,14,G,208
174732,49,28,3,F,Married,0,G,352
116560,61,44,3,F,Single,8,G,103
118810,66,46,3,F,Single,6,G,159
189659,25,7,3,F,Single,0,D,603
189896,70,49,3,F,Married,0,G,98
142094,50,33,3,F,Married,9,G,303
172594,70,51,3,F,Single,8,G,239
196619,34,15,3,M,Married,8,G,386
107381,20,2,3,F,Married,3,G,400
198453,60,40,3,M,Married,15,G,254
180704,37,17,3,F,Married,6,G,368
119851,25,8,3,F,Single,9,D,564
150169,51,32,3,M,Married,12,G,202
132985,24,5,3,M,Married,11,G,264
167135,29,12,3,M,Single,4,D,812
131847,63,46,3,F,Married,15,G,171
171559,23,4,3,M,Single,11,G,294
129226,18,0,3,F,Married,11,G,329
193638,48,30,3,M,Single,10,G,445
123642,63,45,3,M,Single,2,G,385
187734,66,47,3,F,Married,3,G,306
126069,31,14,3,F,Single,5,D,621
187609,22,3,3,F,Single,4,D,595
106113,27,8,3,M,Married,6,G,408
100578,31,14,3,F,Single,7,G,412
175721,47,26,3,M,Single,9,G,486
121073,49,32,3,F,Single,15,G,385
151911,16,0,3,F,Married,14,G,300
189637,70,50,3,F,Married,14,G,25
191800,64,43,3,M,Married,10,G,287
129504,56,35,3,F,Married,6,G,309
132824,63,42,3,M,Single,0,G,294
116233,54,33,3,F,Single,7,G,424
121352,38,17,3,M,Married,6,G,393
161226,20,1,3,F,Single,4,D,1006
109891,38,18,3,M,Single,1,D,675
167557,29,9,3,M,Single,9,G,402
187121,51,32,3,F,Married,1,D,558
139613,61,41,3,F,Married,10,G,162
168651,68,50,3,F,Single,6,G,71
139812,22,5,3,F,Single,15,G,308
185725,69,50,3,F,Single,2,G,498
113888,38,20,3,F,Single,9,G,396
188859,20,2,3,M,Married,4,D,1164
140454,22,3,3,F,Married,8,G,311
168563,64,44,3,F,Married,14,G,84
103942,26,5,3,M,Married,8,G,355
121009,20,3,3,M,Married,12,G,191
193335,33,13,3,M,Married,6,G,350
167756,50,31,3,M,Single,13,G,465
153634,65,46,3,M,Married,1,G,275
180717,64,47,3,M,Single,6,G,110
101827,40,23,3,M,Married,3,D,766
196315,33,16,3,F,Single,10,G,329
168810,50,32,3,M,Married,1,G,457
145479,51,32,3,M,Married,7,G,335
184554,66,48,3,F,Married,5,G,194
116818,53,34,3,M,Married,15,G,362
183216,18,0,3,M,Single,11,D,828
125031,45,28,3,M,Married,9,G,324
142970,34,16,3,F,Married,14,G,154
160130,16,0,3,M,Married,7,D,581
130749,67,48,3,F,Single,15,G,218
134967,46,26,3,M,Married,11,G,330
122312,21,4,3,M,Married,13,G,452
117572,41,23,3,M,Married,6,G,369
119034,59,42,3,F,Married,0,D,518
193193,17,0,3,F,Married,14,G,419
126031,59,41,3,M,Married,9,G,414
176168,56,36,3,M,Married,8,G,388
